major,school,degree_level,academic_year,plan_status,requirement_group,course_code,course_title,course_type,credit_hours,prerequisites,source_page,source
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201201,Data Structures & Algorithms,HND,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201220,Software Development Lifecycles,HNC,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201260,Website Design & Development,HNC,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201261,Prototyping,HND,3,Software Development Lifecycles (0040201220),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201321,Systems Analysis & Design,HND,3,Software Development Lifecycles (0040201220),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201341,Operating Systems,HND,3,Data Structures & Algorithms (0040201201),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201360,Application Development,HND,3,Prototyping (0040201261),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201390,HNC Training,HTU,12,Minimum number of completed hours >= 85,2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201490,HND Training,HTU,6,Corequisite HNC Training (0040201390),2,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301111,Arabic Language & Communication Skills,HTU,1,Remedial Arabic Language (30301110),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301121,English Pre-Intermediate Intensive + Lab,HTU,4,Pre-Foundation English Elementary Intensive + Lab (0030301120),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301122,English Intermediate,HTU,3,English Pre-Intermediate Intensive + Lab (0030301121),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301123,English Upper - Intermediate,HTU,3,English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030302129,Military Science,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030303111,Functional Math,HTU,3,Remedial Math (0030303110),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030303121,STEM Lab I,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040201100,Programming,HNC,3,Fundamentals of Computing (0040303130),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040201290,Planning a Computing Project,HNC,4,Professional Practice (0040302211),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302111,Professional Skills,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302211,Professional Practice,HNC,3,[Professional Skills (0040302111) or Soft Skills I (30302111)] and English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302231,Entrepreneurship Bootcamp,HTU,4,English Upper – Intermediate (0030301123) + [Professional Practice (0040302211) or Soft Skills II (30302112)],1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040303121,Maths for Computing,HNC,3,Functional Math (0030303111),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040303130,Fundamentals of Computing,HTU,4,,1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Computer Science,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040303221,Discrete Maths,HND,3,Maths for computing (0040303121) + Corequisite Data Structures & Algorithms (0040201201),1,73f333d7-5819-ed11-b847-00155d140b05_fe5c3d8583084046b54b99784d0ed024.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030301111,Arabic Language & Communication Skills,,1,,1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030301121,English Pre-Intermediate Intensive + Lab,,4,,1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030301122,English Intermediate,,3,English Pre-Intermediate Intensive + Lab (0030301121),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030301123,English Upper - Intermediate,,3,English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030301124,English Advanced,,3,English Upper – Intermediate (0030301123),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030302231,Entrepreneurship Bootcamp,,4,English Upper – Intermediate (0030301123),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030302232,Leadership Camp,,1,Entrepreneurship Bootcamp (0030302231),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030303111,Functional Math,,3,,1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0030303121,STEM Lab I,,1,,1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0040201100,Programming,,3,Fundamentals of Computing (0040303130),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0040201290,Planning a Computing Project,,4,Professional Practice (0040302211),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0040302111,Professional Skills,,1,,1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0040302211,Professional Practice,,3,Professional Skills (0040302111),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0040303121,Maths for Computing,,3,Functional Math (0030303111),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0040303130,Fundamentals of Computing,,4,,1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Alternative current version,archived,University Requirements,0040303221,Discrete Maths,,3,Maths for computing (0040303121) Corequisite Data Structures & Algorithms (0040201201),1,73f333d7-5819-ed11-b847-00155d140b05_c0769b4e1af74102aa66d944444c4805.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0000201391,Computing Research Project,HND,6,Planning a Computing Project (0040201290),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0000203280,Security,HNC,3,Fundamentals of Computing (0040303130),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0000203360,Penetration Testing,HTU,3,Network Security (0010203210),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0000203400,Risk Analysis & Systems Testing,HTU,3,Security (0000203280),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0000203420,Secure Coding,HTU,3,Database Design & Development (0010204282),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0000204414,Data Analytics for IT Professionals,HTU,3,Business Intelligence (0010204312),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0000204456,Artificial Intelligencefor IT Professionals,HTU,3,Business Intelligence (0010204312),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203180,Networking,HNC,3,Fundamentals of Computing (0040303130),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203210,Network Security,HND,3,Security (0000203280),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203300,Information Security Management,HTU,3,Network Security (0010203210),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203340,Cryptography,HTU,3,Discrete Maths (0040303221),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203361,Forensics,HND,3,Computer Organization and Design (0010203380) Security (0000203280),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203362,Ethical Hacking,HTU,3,Penetration Testing (0000203360),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203380,Computer Organization and Design,HTU,3,Programming (0040201100) Corequisite Discrete Maths (0040303221),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203390,HNC Training,HTU,12,Minimum number of completed hours >= 85,2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203401,Incident response management,HTU,3,Secure System Design and Development (0010203420) Risk Analysis & Systems Testing (0000203400),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203402,Ethical Issues in Cyber Security,HTU,3,Ethical Hacking (0010203362),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203410,Mobile and Wireless Security,HTU,3,Network Security (0010203210),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203411,Internet of Things Security,HTU,3,Network Security (0010203210),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203421,Web Security,HTU,3,Network Security (0010203210) Website Design & Development (0040201260),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203470,Special Topics,HTU,3,Department Approval,3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203490,HND Training,HTU,6,Pre or corequisite HNC Training (0010203390),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203491,Capstone project I,HTU,1,>=90 hrs including core courses,2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010203492,Capstone project II,HTU,2,Capstone project I (0010203491),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010204282,Database Design & Development,HNC,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0010204312,Business Intelligence,HND,3,Database Design & Development (0010204282),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0040201201,Data Structures & Algorithms,HND,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0040201260,Website Design & Development,HNC,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0040201341,Operating Systems,HND,3,Data Structures & Algorithms (0040201201),2,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,Department Requirements,0040201450,Cloud Computing,HTU,3,Networking (0010203180) Operating Systems (0040201341),3,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030301111,Arabic Language & Communication Skills,HTU,1,Remedial Arabic Language (30301110),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030301121,English Pre-Intermediate Intensive + Lab,HTU,4,Pre-Foundation English Elementary Intensive + Lab (0030301120),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030301122,English Intermediate,HTU,3,English Pre-Intermediate Intensive + Lab (0030301121),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030301123,English Upper - Intermediate,HTU,3,English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030301124,English Advanced,HTU,3,English Upper – Intermediate (0030301123),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030302129,Military Science,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030302232,Leadership Camp,HTU,1,Entrepreneurship Bootcamp (0030302231) or Entrepreneurship Bootcamp (0040302231),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0030303111,Functional Math,HTU,3,Remedial Math (0030303110),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040201100,Programming,HNC,3,Fundamentals of Computing (0040303130),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040201290,Planning a Computing Project,HNC,4,Professional Practice (0040302211),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040302111,Professional Skills,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040302211,Professional Practice,HNC,3,[Professional Skills (0040302111) or Soft Skills I (30302111)] and English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040302231,Entrepreneurship Bootcamp,HTU,4,English Upper – Intermediate (0030301123) + [Professional Practice (0040302211) or Soft Skills II (30302112)],1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040303121,Maths for Computing,HNC,3,Functional Math (0030303111),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040303130,Fundamentals of Computing,HTU,4,,1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,BSc,Current uploaded version,current,University Requirements,0040303221,Discrete Maths,HND,3,Maths for computing (0040303121) Corequisite Data Structures & Algorithms (0040201201),1,73f333d7-5819-ed11-b847-00155d140b05_dc244d83a4674f8e960344332e7374d7.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0000201391,Computing Research Project,HND,6,Planning a Computing Project (0040201290),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0000203280,S ecurity,HNC,3,Fundamentals of Computing (0040303130),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0000203360,Penetration Testing,HTU,3,Network Security (0010203210),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010203180,Networking,HNC,3,Fundamentals of Computing (0040303130),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010203210,Network Security,HND,3,Security (0000203280),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010203361,Forensics,HND,3,Computer Organization and Design (0010203380) Security (000020328),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010203362,Ethical Hacking,HTU,3,Penetration Testing (0000203360),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010203380,Computer Organization and Design,HTU,3,Programming (0040201100) Corequisite Discrete Maths (0040303221),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010203390,HNC Training,HTU,12,Minimum number of completed hours >= 85,2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010203490,HND Training,HTU,6,Pre or corequisite HNC Training (0010203390),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010204282,Database Design & Development,HNC,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010204312,Business Intelligence,HND,3,Database Design & Development (0010204282),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201201,Data Structures & Algorithms,HND,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201260,Website Design & Development,HNC,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201341,Operating Systems,HND,3,Data Structures & Algorithms (0040201201),2,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301111,Arabic Language & Communication Skills,HTU,1,Remedial Arabic Language (30301110),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301121,English Pre-Intermediate Intensive + Lab,HTU,4,Pre-Foundation English Elementary Intensive + Lab (0030301120),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301122,English Intermediate,HTU,3,English Pre-Intermediate Intensive + Lab (0030301121),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301123,English Upper - Intermediate,HTU,3,English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030302129,Military Science,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030303111,Functional Math,HTU,3,Remedial Math (0030303110),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030303121,STEM Lab I,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040201100,Programming,HNC,3,Fundamentals of Computing (0040303130),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040201290,Planning a Computing Project,HNC,4,Professional Practice (0040302211),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302111,Professional Skills,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302211,Professional Practice,HNC,3,[Professional Skills (0040302111) or Soft Skills I (30302111)] and English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302231,Entrepreneurship Bootcamp,HTU,4,English Upper – Intermediate (0030301123) + [Professional Practice (0040302211) or Soft Skills II (30302112)],1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
Cyber Security,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040303121,Maths for Computing,HNC,3,Functional Math (0030303111),1,73f333d7-5819-ed11-b847-00155d140b05_15cd7ad37c9b480c8941328a146fec6e.pdf
